Date;Time;Williams;;;Money Flow Oscillator;
01/06/2021;05:00:00;-2;35294117647059;;0;81
01/06/2021;06:00:00;-10;3626943005181;;0;188
01/06/2021;07:00:00;-12;4352331606218;;0;203
01/06/2021;08:00:00;-16;4619164619165;;0;208
01/06/2021;09:00:00;-18;8790560471976;;0;171
01/06/2021;10:00:00;-49;7524752475247;;0;98
01/06/2021;11:00:00;-87;6901798063624;;-0;256
01/06/2021;12:00:00;-62;9322268326418;;-0;256
01/06/2021;13:00:00;-60;276625172891;;-0;188
01/06/2021;14:00:00;-62;3789764868603;;-0;19
01/06/2021;15:00:00;-46;4730290456432;;-0;129
01/06/2021;16:00:00;-68;497925311203;;-0;133
01/06/2021;17:00:00;-69;432918395574;;-0;144
01/06/2021;19:00:00;-81;7427385892116;;-0;149
01/06/2021;20:00:00;-76;4868603042877;;-0;152
01/06/2021;21:00:00;-66;804979253112;;-0;144
01/06/2021;22:00:00;-69;9861687413555;;-0;142
01/06/2021;23:00:00;-71;926694329184;;-0;143
02/06/2021;00:00:00;-72;3374827109267;;-0;15
02/06/2021;01:00:00;-65;1162790697674;;-0;159
02/06/2021;02:00:00;-47;6964769647696;;-0;17
02/06/2021;03:00:00;-69;140845070423;;-0;188
02/06/2021;04:00:00;-81;6993464052288;;-0;189
02/06/2021;05:00:00;-89;5424836601307;;-0;195
02/06/2021;06:00:00;-71;1864406779661;;-0;194
02/06/2021;07:00:00;-36;7231638418079;;-0;223
02/06/2021;08:00:00;-17;5141242937853;;0;27
02/06/2021;09:00:00;-5;72687224669604;;0;118
02/06/2021;10:00:00;-32;1525885558583;;0;169
02/06/2021;11:00:00;-29;6875;;0;194
02/06/2021;12:00:00;-17;7083333333333;;0;14
02/06/2021;13:00:00;-44;7916666666667;;0;124
02/06/2021;14:00:00;-85;1758793969849;;0;34
02/06/2021;15:00:00;-69;4063926940639;;-0;8
02/06/2021;16:00:00;-34;703196347032;;0;7
02/06/2021;17:00:00;-32;648401826484;;0;76
02/06/2021;19:00:00;-29;9086757990868;;0;79
02/06/2021;20:00:00;-23;972602739726;;0;78
02/06/2021;21:00:00;-8;21917808219178;;0;87
02/06/2021;22:00:00;-15;684931506849;;0;89
02/06/2021;23:00:00;-21;45662100457;;0;81
03/06/2021;00:00:00;-22;3744292237443;;0;85
03/06/2021;01:00:00;-24;8858447488584;;0;9
03/06/2021;02:00:00;-14;1148325358852;;0;93
03/06/2021;03:00:00;-43;3014354066986;;0;85
03/06/2021;04:00:00;-50;2392344497608;;0;69
03/06/2021;05:00:00;-38;9952153110048;;0;62
03/06/2021;06:00:00;-79;5107033639144;;0;42
03/06/2021;07:00:00;-93;10752688172;;-0;79
03/06/2021;08:00:00;-91;9525065963061;;-0;184
03/06/2021;09:00:00;-82;4650571791614;;-0;237
03/06/2021;10:00:00;-85;8452138492872;;-0;228
03/06/2021;11:00:00;-51;8595041322314;;-0;79
03/06/2021;12:00:00;-62;8541448058762;;0;42
03/06/2021;13:00:00;-50;3191489361702;;-0;41
03/06/2021;14:00:00;-55;6382978723404;;-0;23
03/06/2021;15:00:00;-69;6808510638298;;-0;47
03/06/2021;16:00:00;-71;7344753747323;;-0;82
03/06/2021;17:00:00;-67;702179176755;;-0;92
03/06/2021;19:00:00;-69;8547215496368;;-0;93
03/06/2021;20:00:00;-79;8041615667075;;-0;94
03/06/2021;21:00:00;-85;684931506849;;-0;107
03/06/2021;22:00:00;-70;9677419354839;;-0;101
03/06/2021;23:00:00;-66;553480475382;;-0;98
04/06/2021;00:00:00;-54;3293718166384;;-0;89
04/06/2021;01:00:00;-61;9047619047619;;-0;82
04/06/2021;02:00:00;-75;3086419753086;;-0;87
04/06/2021;03:00:00;-61;5841584158416;;-0;85
04/06/2021;04:00:00;-53;6633663366337;;-0;58
04/06/2021;05:00:00;-46;7136150234742;;-0;2
04/06/2021;06:00:00;-19;7101449275362;;-0;11
04/06/2021;07:00:00;-14;9206349206349;;0;3
04/06/2021;08:00:00;-0;837988826815642;;0;14
04/06/2021;09:00:00;-6;95187165775401;;-0;38
04/06/2021;10:00:00;-2;74261603375527;;0;181
04/06/2021;11:00:00;-7;72093023255814;;0;325
04/06/2021;12:00:00;-4;87364620938628;;0;397
04/06/2021;13:00:00;-3;33935018050542;;0;506
04/06/2021;14:00:00;-1;13835376532399;;0;521
04/06/2021;15:00:00;-3;429184549356;;0;532
04/06/2021;16:00:00;-5;5793991416309;;0;431
04/06/2021;17:00:00;-7;22466960352423;;0;44
06/06/2021;19:00:00;-3;68744512730465;;0;444
06/06/2021;20:00:00;-6;5794556628622;;0;439
06/06/2021;21:00:00;-12;379280070237;;0;42
06/06/2021;22:00:00;-18;6046511627907;;0;411
06/06/2021;23:00:00;-15;7945736434109;;0;418
07/06/2021;00:00:00;-20;260078023407;;0;426
07/06/2021;01:00:00;-47;93023255814;;0;424
07/06/2021;02:00:00;-89;4495412844037;;0;422
07/06/2021;03:00:00;-78;8990825688073;;0;425
07/06/2021;04:00:00;-74;496644295302;;0;417
07/06/2021;05:00:00;-69;95846645367;;0;4
07/06/2021;06:00:00;-83;3780160857909;;0;382
07/06/2021;07:00:00;-78;5522788203753;;0;264
07/06/2021;08:00:00;-34;5844504021448;;0;8
07/06/2021;09:00:00;-22;289855072464;;0;31
07/06/2021;10:00:00;-18;3279742765273;;-0;87
07/06/2021;11:00:00;-21;8649517684887;;-0;145
07/06/2021;12:00:00;-36;9774919614148;;-0;182
07/06/2021;13:00:00;-14;4694533762058;;-0;86
07/06/2021;14:00:00;-38;9067524115756;;-0;78
07/06/2021;15:00:00;-7;95755968169761;;-0;62
07/06/2021;16:00:00;-5;34188034188034;;0;39
07/06/2021;17:00:00;-0;943396226415094;;0;68
07/06/2021;19:00:00;-8;71985157699443;;0;77
07/06/2021;20:00:00;-8;56643356643357;;0;8
07/06/2021;21:00:00;-1;3448275862069;;0;84
07/06/2021;22:00:00;-8;9061488673139;;0;97
07/06/2021;23:00:00;-20;5882352941176;;0;95
08/06/2021;00:00:00;-20;4248366013072;;0;92
08/06/2021;01:00:00;-18;1372549019608;;0;105
08/06/2021;02:00:00;-30;6397306397306;;0;107
08/06/2021;03:00:00;-30;1318267419962;;0;114
08/06/2021;04:00:00;-48;225988700565;;0;93
08/06/2021;05:00:00;-25;440313111546;;0;76
08/06/2021;06:00:00;-21;7877094972067;;0;74
08/06/2021;07:00:00;-27;5;;0;123
08/06/2021;08:00:00;-3;24324324324324;;0;223
08/06/2021;09:00:00;-18;4269662921348;;0;304
08/06/2021;10:00:00;-59;132827324478;;0;158
08/06/2021;11:00:00;-82;7324478178368;;-0;2
08/06/2021;12:00:00;-76;3532763532764;;-0;142
08/06/2021;13:00:00;-53;988603988604;;-0;21
08/06/2021;14:00:00;-66;5242165242165;;-0;203
08/06/2021;15:00:00;-50;-0;;186;
08/06/2021;16:00:00;-62;1082621082621;;-0;152
08/06/2021;17:00:00;-59;5441595441595;;-0;162
08/06/2021;19:00:00;-54;7008547008547;;-0;175
08/06/2021;20:00:00;-56;8376068376068;;-0;171
08/06/2021;21:00:00;-49;1452991452991;;-0;166
08/06/2021;22:00:00;-55;4131054131054;;-0;166
08/06/2021;23:00:00;-51;994301994302;;-0;164
09/06/2021;00:00:00;-55;1282051282051;;-0;163
09/06/2021;01:00:00;-33;7748344370861;;-0;152
09/06/2021;02:00:00;-22;8571428571429;;-0;156
09/06/2021;03:00:00;-19;8347107438017;;-0;168
09/06/2021;04:00:00;-47;8048780487805;;-0;141
09/06/2021;05:00:00;-22;588235294118;;-0;162
09/06/2021;06:00:00;-43;1137724550898;;-0;203
09/06/2021;07:00:00;-4;95049504950495;;-0;199
09/06/2021;08:00:00;-11;1570247933884;;-0;53
09/06/2021;09:00:00;-15;2091254752852;;0;19
09/06/2021;10:00:00;-32;5699745547074;;0;237
09/06/2021;11:00:00;-58;152671755725;;0;111
09/06/2021;12:00:00;-77;7486910994764;;0;69
09/06/2021;13:00:00;-38;2198952879581;;0;47
09/06/2021;14:00:00;-45;8115183246073;;0;102
09/06/2021;15:00:00;-66;7539267015707;;0;59
09/06/2021;16:00:00;-91;644908616188;;-0;56
09/06/2021;17:00:00;-96;8668407310705;;-0;68
09/06/2021;19:00:00;-90;783289817232;;-0;66
09/06/2021;20:00:00;-92;9503916449086;;-0;66
09/06/2021;21:00:00;-80;9399477806788;;-0;68
09/06/2021;22:00:00;-75;4569190600522;;-0;66
09/06/2021;23:00:00;-76;5013054830287;;-0;65
10/06/2021;00:00:00;-72;3237597911227;;-0;67
10/06/2021;01:00:00;-68;5314685314685;;-0;77
10/06/2021;02:00:00;-81;549815498155;;-0;81
10/06/2021;03:00:00;-83;5227272727273;;-0;79
10/06/2021;04:00:00;-73;8271604938272;;-0;92
10/06/2021;05:00:00;-78;8968824940048;;-0;101
10/06/2021;06:00:00;-78;594249201278;;-0;116
10/06/2021;07:00:00;-91;2162162162162;;-0;279
10/06/2021;08:00:00;-66;4021164021164;;-0;248
10/06/2021;09:00:00;-11;283185840708;;-0;247
10/06/2021;10:00:00;-8;92857142857143;;-0;28
10/06/2021;11:00:00;-40;4411764705882;;-0;476
10/06/2021;12:00:00;-18;3823529411765;;-0;484
10/06/2021;13:00:00;-7;98319327731092;;0;6
10/06/2021;14:00:00;-1;99579831932773;;0;233
10/06/2021;15:00:00;-2;62605042016807;;0;224
10/06/2021;16:00:00;-1;88679245283019;;0;23
10/06/2021;17:00:00;-1;2;;0;253
10/06/2021;19:00:00;-3;94477317554241;;0;254
10/06/2021;20:00:00;-4;33925049309665;;0;224
10/06/2021;21:00:00;-1;85004868549172;;0;249
10/06/2021;22:00:00;-2;10526315789474;;0;261
10/06/2021;23:00:00;-3;54066985645933;;0;247
11/06/2021;00:00:00;-5;20393811533052;;0;254
11/06/2021;01:00:00;-6;85358255451713;;0;263
11/06/2021;02:00:00;-7;56756756756757;;0;248
11/06/2021;03:00:00;-19;3877551020408;;0;218
11/06/2021;04:00:00;-49;2248062015504;;0;188
11/06/2021;05:00:00;-35;2678571428571;;0;17
11/06/2021;06:00:00;-46;875;;0;171
11/06/2021;07:00:00;-4;6091370558376;;0;109
11/06/2021;08:00:00;-42;7860696517413;;0;145
11/06/2021;09:00:00;-54;726368159204;;0;54
11/06/2021;10:00:00;-50;8695652173913;;-0;127
11/06/2021;11:00:00;-74;468085106383;;-0;97
11/06/2021;12:00:00;-60;-0;;119;
11/06/2021;13:00:00;-57;7358490566038;;-0;94
11/06/2021;14:00:00;-50;5660377358491;;-0;95
11/06/2021;15:00:00;-33;5849056603774;;-0;41
11/06/2021;16:00:00;-5;66037735849057;;-0;11
11/06/2021;17:00:00;-7;92452830188679;;-0;5
12/06/2021;11:00:00;-7;92452830188679;;-0;1
13/06/2021;19:00:00;-5;47945205479452;;0;5
13/06/2021;20:00:00;-6;72043010752688;;0;8
13/06/2021;21:00:00;-6;77083333333333;;0;8
13/06/2021;22:00:00;-6;77083333333333;;0;12
13/06/2021;23:00:00;-3;90625;;0;19
14/06/2021;00:00:00;-10;4166666666667;;0;21
14/06/2021;01:00:00;-10;6770833333333;;0;24
14/06/2021;02:00:00;-13;7614678899083;;0;22
14/06/2021;03:00:00;-10;917431192661;;0;5
14/06/2021;04:00:00;-25;9136212624585;;0;14
14/06/2021;05:00:00;-13;953488372093;;0;29
14/06/2021;06:00:00;-13;5416666666667;;0;121
14/06/2021;07:00:00;-7;21153846153846;;0;176
14/06/2021;08:00:00;-25;8215962441315;;0;272
14/06/2021;09:00:00;-74;8571428571429;;0;228
14/06/2021;10:00:00;-25;7971014492754;;-0;6
14/06/2021;11:00:00;-35;3623188405797;;-0;26
14/06/2021;12:00:00;-12;463768115942;;0;37
14/06/2021;13:00:00;-14;3958868894602;;0;122
14/06/2021;14:00:00;-5;33642691415313;;0;142
14/06/2021;15:00:00;-8;58468677494199;;0;142
14/06/2021;16:00:00;0;0;;212;
14/06/2021;17:00:00;-9;61538461538461;;0;231
14/06/2021;19:00:00;-9;76331360946746;;0;227
14/06/2021;20:00:00;-11;5384615384615;;0;225
14/06/2021;21:00:00;-2;88713910761155;;0;235
14/06/2021;22:00:00;-12;484237074401;;0;24
14/06/2021;23:00:00;-11;6015132408575;;0;23
15/06/2021;00:00:00;-10;2143757881463;;0;236
15/06/2021;01:00:00;-13;185979971388;;0;227
15/06/2021;02:00:00;-11;6161616161616;;0;23
15/06/2021;03:00:00;-13;4387351778656;;0;228
15/06/2021;04:00:00;-11;7894736842105;;0;227
15/06/2021;05:00:00;-14;4469525959368;;0;219
15/06/2021;06:00:00;-24;1534988713318;;0;23
15/06/2021;07:00:00;-28;3653846153846;;0;361
15/06/2021;08:00:00;-31;25;;0;432
15/06/2021;09:00:00;-83;756345177665;;0;368
15/06/2021;10:00:00;-63;3879781420765;;-0;15
15/06/2021;11:00:00;-91;4893617021277;;-0;114
15/06/2021;12:00:00;-77;5147928994083;;-0;188
15/06/2021;13:00:00;-92;1104536489152;;-0;309
15/06/2021;14:00:00;-86;578449905482;;-0;368
15/06/2021;15:00:00;-89;6081771720613;;-0;349
15/06/2021;16:00:00;-80;7817589576547;;-0;312
15/06/2021;17:00:00;-75;8957654723127;;-0;318
15/06/2021;19:00:00;-76;5112262521589;;-0;325
15/06/2021;20:00:00;-78;5837651122625;;-0;323
15/06/2021;21:00:00;-80;6563039723661;;-0;324
15/06/2021;22:00:00;-78;5837651122625;;-0;324
15/06/2021;23:00:00;-80;7958477508651;;-0;324
16/06/2021;00:00:00;-71;4579055441478;;-0;328
16/06/2021;01:00:00;-66;2621359223301;;-0;335
16/06/2021;02:00:00;-56;2289562289562;;-0;334
16/06/2021;03:00:00;-39;5348837209302;;-0;331
16/06/2021;04:00:00;-23;9583333333333;;-0;326
16/06/2021;05:00:00;-24;4791666666667;;-0;337
16/06/2021;06:00:00;-32;2916666666667;;-0;331
16/06/2021;07:00:00;-49;1666666666667;;-0;229
16/06/2021;08:00:00;-74;-0;;208;
16/06/2021;09:00:00;-14;495867768595;;-0;146
16/06/2021;10:00:00;-11;5942028985507;;0;116
16/06/2021;11:00:00;-45;9546925566343;;0;198
16/06/2021;12:00:00;-91;2621359223301;;0;11
16/06/2021;13:00:00;-66;416666666667;;-0;35
16/06/2021;14:00:00;-67;7083333333333;;0;18
16/06/2021;15:00:00;-67;5141242937853;;-0;337
16/06/2021;16:00:00;-44;5386064030132;;-0;228
16/06/2021;17:00:00;-62;1468926553672;;-0;227
16/06/2021;19:00:00;-68;1732580037665;;-0;233
16/06/2021;20:00:00;-78;8135593220339;;-0;24
16/06/2021;21:00:00;-85;2165725047081;;-0;254
16/06/2021;22:00:00;-74;7645951035782;;-0;248
16/06/2021;23:00:00;-72;2222222222222;;-0;242
17/06/2021;00:00:00;-72;6930320150659;;-0;242
17/06/2021;01:00:00;-69;5856873822976;;-0;243
17/06/2021;02:00:00;-65;7357679914071;;-0;237
17/06/2021;03:00:00;-66;6666666666667;;-0;245
17/06/2021;04:00:00;-72;1624850657109;;-0;246
17/06/2021;05:00:00;-74;8129675810474;;-0;247
17/06/2021;06:00:00;-66;5291005291;;-0;243
17/06/2021;07:00:00;-57;422535211268;;-0;362
17/06/2021;08:00:00;-39;428211586902;;-0;402
17/06/2021;09:00:00;-23;224043715847;;-0;378
17/06/2021;10:00:00;-4;5632333767927;;-0;139
17/06/2021;11:00:00;-9;18181818181818;;0;14
17/06/2021;12:00:00;-15;4320987654321;;0;458
17/06/2021;13:00:00;-26;4660493827161;;0;334
17/06/2021;14:00:00;-7;63888888888889;;0;358
17/06/2021;15:00:00;-8;48765432098766;;0;371
17/06/2021;16:00:00;-12;9713423831071;;0;362
17/06/2021;17:00:00;-6;63650075414781;;0;373
17/06/2021;19:00:00;-3;24283559577677;;0;375
17/06/2021;20:00:00;-7;7620528771384;;0;371
17/06/2021;21:00:00;-6;23520126282557;;0;367
17/06/2021;22:00:00;-2;5963808025177;;0;369
17/06/2021;23:00:00;-3;4618410700236;;0;367
18/06/2021;00:00:00;-3;6943744752309;;0;381
18/06/2021;01:00:00;-7;89825970548862;;0;384
18/06/2021;02:00:00;-3;10880829015544;;0;394
18/06/2021;03:00:00;-8;80829015544041;;0;394
18/06/2021;04:00:00;-28;894472361809;;0;387
18/06/2021;05:00:00;-37;6681614349776;;0;379
18/06/2021;06:00:00;-32;2869955156951;;0;395
18/06/2021;07:00:00;-52;3809523809524;;0;327
18/06/2021;08:00:00;-68;6832740213523;;0;165
18/06/2021;09:00:00;-64;390243902439;;-0;61
18/06/2021;10:00:00;-67;5507020280811;;-0;13
18/06/2021;11:00:00;-80;1872074882995;;-0;54
18/06/2021;12:00:00;-78;4338896020539;;-0;176
18/06/2021;13:00:00;-62;9011553273427;;-0;197
18/06/2021;14:00:00;-65;7252888318357;;-0;16
18/06/2021;15:00:00;-85;1091142490372;;-0;173
18/06/2021;16:00:00;-83;6760925449871;;-0;168
18/06/2021;17:00:00;-95;8611481975968;;-0;178
20/06/2021;13:00:00;-95;6824512534819;;-0;185
20/06/2021;19:00:00;-81;9832402234637;;-0;178
20/06/2021;20:00:00;-84;1584158415842;;-0;177
20/06/2021;21:00:00;-84;7953216374269;;-0;175
20/06/2021;22:00:00;-99;8371335504886;;-0;181
20/06/2021;23:00:00;-88;8686131386861;;-0;185
21/06/2021;00:00:00;-86;9026548672566;;-0;184
21/06/2021;01:00:00;-86;2549800796813;;-0;182
21/06/2021;02:00:00;-80;2788844621514;;-0;185
21/06/2021;03:00:00;-43;278884462151;;-0;159
21/06/2021;04:00:00;-14;8648648648649;;-0;131
21/06/2021;05:00:00;-11;3861003861;;-0;82
21/06/2021;06:00:00;-10;3146853146853;;-0;45
21/06/2021;07:00:00;-18;1818181818182;;-0;81
21/06/2021;08:00:00;-34;965034965035;;0;22
21/06/2021;09:00:00;-40;9090909090909;;-0;34
21/06/2021;10:00:00;-41;3075780089153;;-0;251
21/06/2021;11:00:00;-17;6820208023774;;-0;94
21/06/2021;12:00:00;-10;8882521489971;;0;12
21/06/2021;13:00:00;-14;756446991404;;0;41
21/06/2021;14:00:00;-5;5256064690027;;0;51
21/06/2021;15:00:00;-9;1644204851752;;0;49
21/06/2021;16:00:00;-9;97304582210243;;0;16
21/06/2021;17:00:00;-3;50404312668464;;0;28
21/06/2021;19:00:00;-6;46900269541779;;0;34
21/06/2021;20:00:00;-7;35873850197109;;0;42
21/06/2021;21:00:00;-5;24296675191816;;0;49
21/06/2021;22:00:00;-9;33503836317136;;0;46
21/06/2021;23:00:00;-10;1023017902813;;0;46
22/06/2021;00:00:00;-8;82352941176471;;0;23
22/06/2021;01:00:00;-5;49645390070922;;0;9
22/06/2021;02:00:00;-32;258064516129;;0;1
22/06/2021;03:00:00;-53;9473684210526;;-0;17
22/06/2021;04:00:00;-89;7142857142857;;-0;33
22/06/2021;05:00:00;-77;4285714285714;;-0;22
22/06/2021;06:00:00;-53;1428571428571;;0;6
22/06/2021;07:00:00;-17;4285714285714;;0;225
22/06/2021;08:00:00;-6;88888888888889;;0;172
22/06/2021;09:00:00;-45;3333333333333;;0;33
22/06/2021;10:00:00;-32;4444444444444;;-0;1
22/06/2021;11:00:00;-12;4735729386892;;0;17
22/06/2021;12:00:00;-10;7744107744108;;0;1
22/06/2021;13:00:00;-7;5705705705706;;0;204
22/06/2021;14:00:00;-7;5705705705706;;0;178
22/06/2021;15:00:00;-1;15440115440115;;0;191
22/06/2021;16:00:00;-9;63572267920094;;0;296
22/06/2021;17:00:00;-5;5287896592244;;0;297
22/06/2021;19:00:00;-5;8474576271186;;0;299
22/06/2021;20:00:00;-3;60824742268041;;0;302
22/06/2021;21:00:00;-2;20994475138122;;0;303
22/06/2021;22:00:00;-2;48618784530387;;0;302
22/06/2021;23:00:00;-2;64900662251656;;0;308
23/06/2021;00:00:00;-4;25806451612903;;0;316
23/06/2021;01:00:00;-8;18307905686546;;0;34
23/06/2021;02:00:00;-5;61224489795918;;0;351
23/06/2021;03:00:00;-18;9542483660131;;0;341
23/06/2021;04:00:00;-40;5466970387244;;0;312
23/06/2021;05:00:00;-46;6507177033493;;0;289
23/06/2021;06:00:00;-62;4203821656051;;0;3
23/06/2021;07:00:00;-72;9838709677419;;0;396
23/06/2021;08:00:00;-67;8929765886288;;0;422
23/06/2021;09:00:00;-55;1839464882943;;0;372
23/06/2021;10:00:00;-11;367892976589;;0;337
23/06/2021;11:00:00;-51;1400651465798;;0;324
23/06/2021;12:00:00;-39;7394136807818;;0;209
23/06/2021;13:00:00;-65;4761904761905;;0;13
23/06/2021;14:00:00;-40;4761904761905;;0;16
23/06/2021;15:00:00;-41;3690476190476;;0;31
23/06/2021;16:00:00;-62;2023809523809;;0;21
23/06/2021;17:00:00;-49;4047619047619;;0;15
23/06/2021;19:00:00;-43;75;;0;14
23/06/2021;20:00:00;-34;8214285714286;;0;11
23/06/2021;21:00:00;-26;1904761904762;;0;16
23/06/2021;22:00:00;-19;9404761904762;;0;23
23/06/2021;23:00:00;-20;8333333333333;;0;18
24/06/2021;00:00:00;-12;797619047619;;0;2
24/06/2021;01:00:00;-16;6666666666667;;0;39
24/06/2021;02:00:00;-10;4918032786885;;0;44
24/06/2021;03:00:00;-12;4590163934426;;0;47
24/06/2021;04:00:00;-9;5349794238683;;0;5
24/06/2021;05:00:00;-3;10077519379845;;0;89
24/06/2021;06:00:00;-11;1638954869359;;0;89
24/06/2021;07:00:00;-18;8630490956072;;0;3
24/06/2021;08:00:00;-13;2394366197183;;-0;9
24/06/2021;09:00:00;-15;2046783625731;;0;112
24/06/2021;10:00:00;-9;62962962962963;;0;266
24/06/2021;11:00:00;-18;9300411522634;;0;365
24/06/2021;12:00:00;-13;588110403397;;0;327
24/06/2021;13:00:00;-40;625;;0;338
24/06/2021;14:00:00;-53;2416502946955;;0;193
24/06/2021;15:00:00;-41;6502946954813;;0;197
24/06/2021;16:00:00;-53;5433070866142;;0;112
24/06/2021;17:00:00;-49;802371541502;;0;105
24/06/2021;19:00:00;-49;5689655172414;;0;104
24/06/2021;20:00:00;-79;4195250659631;;0;103
24/06/2021;21:00:00;-77;5725593667546;;0;98
24/06/2021;22:00:00;-79;9472295514512;;0;95
24/06/2021;23:00:00;-68;3377308707124;;0;99
25/06/2021;00:00:00;-50;9234828496042;;0;105
25/06/2021;01:00:00;-64;3799472295514;;0;1
25/06/2021;02:00:00;-58;8390501319261;;0;81
25/06/2021;03:00:00;-63;8522427440633;;0;69
25/06/2021;04:00:00;-43;1718061674009;;0;69
25/06/2021;05:00:00;-18;2291666666667;;0;79
25/06/2021;06:00:00;-13;3333333333333;;0;81
25/06/2021;07:00:00;-17;833333333333;;0;1
25/06/2021;08:00:00;-49;5833333333333;;-0;153
25/06/2021;09:00:00;-29;718875502008;;-0;154
25/06/2021;10:00:00;-81;5384615384615;;-0;207
25/06/2021;11:00:00;-62;962962962963;;-0;154
25/06/2021;12:00:00;-47;5308641975309;;-0;16
25/06/2021;13:00:00;-69;4444444444444;;-0;126
25/06/2021;14:00:00;-79;6296296296296;;-0;147
25/06/2021;15:00:00;-52;1604938271605;;-0;113
25/06/2021;16:00:00;-66;493827160494;;-0;95
25/06/2021;17:00:00;-78;864197530864;;-0;95
26/06/2021;16:00:00;-78;864197530864;;-0;93
27/06/2021;19:00:00;-37;6543209876543;;-0;86
27/06/2021;20:00:00;-48;7654320987654;;-0;91
27/06/2021;21:00:00;-61;4197530864198;;-0;94
27/06/2021;22:00:00;-65;4320987654321;;-0;97
27/06/2021;23:00:00;-58;8996763754045;;-0;94
28/06/2021;00:00:00;-37;3949579831933;;-0;87
28/06/2021;01:00:00;-19;8979591836735;;-0;94
28/06/2021;02:00:00;-10;7142857142857;;-0;1
28/06/2021;03:00:00;-19;8979591836735;;-0;102
28/06/2021;04:00:00;-16;1172161172161;;-0;84
28/06/2021;05:00:00;-19;7802197802198;;-0;91
28/06/2021;06:00:00;-20;1550387596899;;-0;52
28/06/2021;07:00:00;-26;9058295964126;;0;16
28/06/2021;08:00:00;-10;762331838565;;0;13
28/06/2021;09:00:00;-1;67364016736402;;0;78
28/06/2021;10:00:00;-5;98802395209581;;0;369
28/06/2021;11:00:00;-18;936995153473;;0;508
28/06/2021;12:00:00;-9;71993410214168;;0;54
28/06/2021;13:00:00;-14;1430948419301;;0;566
28/06/2021;14:00:00;-21;5753424657534;;0;455
28/06/2021;15:00:00;-1;28;;0;45
28/06/2021;16:00:00;-4;40528634361233;;0;469
28/06/2021;17:00:00;-10;1341281669151;;0;461
28/06/2021;19:00:00;-16;338880484115;;0;462
28/06/2021;20:00:00;-17;3846153846154;;0;458
28/06/2021;21:00:00;-22;4615384615385;;0;448
28/06/2021;22:00:00;-25;4486133768352;;0;438
28/06/2021;23:00:00;-23;4887737478411;;0;437
29/06/2021;00:00:00;-29;5112781954887;;0;44
29/06/2021;01:00:00;-49;909090909091;;0;437
29/06/2021;02:00:00;-48;6486486486486;;0;443
29/06/2021;03:00:00;-68;1451612903226;;0;438
29/06/2021;04:00:00;-54;322580645161;;0;446
29/06/2021;05:00:00;-58;9211618257261;;0;427
29/06/2021;06:00:00;-36;7647058823529;;0;435
29/06/2021;07:00:00;-0;558659217877095;;0;336
29/06/2021;08:00:00;-51;9553072625698;;0;175
29/06/2021;09:00:00;-60;8938547486034;;0;18
29/06/2021;10:00:00;-25;9259259259259;;0;176
29/06/2021;11:00:00;-29;8039215686275;;0;232
29/06/2021;12:00:00;-13;3333333333333;;0;191
29/06/2021;13:00:00;-4;66472303206997;;0;178
29/06/2021;14:00:00;-3;2069970845481;;0;202
29/06/2021;15:00:00;-16;0;;189;
29/06/2021;16:00:00;-3;6122448979592;;0;2
29/06/2021;17:00:00;-1;72413793103448;;0;23
29/06/2021;19:00:00;-8;125;;0;24
29/06/2021;20:00:00;-2;2964509394572;;0;239
29/06/2021;21:00:00;-10;3515625;;0;243
29/06/2021;22:00:00;-15;390625;;0;239
29/06/2021;23:00:00;-16;2109375;;0;236
30/06/2021;00:00:00;-13;8671875;;0;238
30/06/2021;01:00:00;-12;9896907216495;;0;235
30/06/2021;02:00:00;-25;531914893617;;0;245
30/06/2021;03:00:00;-28;6567164179104;;0;232
30/06/2021;04:00:00;-23;769230769231;;0;234
30/06/2021;05:00:00;-66;6666666666667;;0;219
30/06/2021;06:00:00;-81;4685314685315;;0;205
30/06/2021;07:00:00;-78;6713286713287;;0;181
30/06/2021;08:00:00;-52;4475524475524;;0;216
30/06/2021;09:00:00;-59;4405594405594;;0;229
30/06/2021;10:00:00;-80;3174603174603;;0;2
30/06/2021;11:00:00;-30;5263157894737;;-0;11
30/06/2021;12:00:00;-49;2957746478873;;0;11
30/06/2021;13:00:00;-70;6896551724138;;-0;73
30/06/2021;14:00:00;-57;9310344827586;;-0;88
30/06/2021;15:00:00;-64;8275862068966;;-0;112
30/06/2021;16:00:00;-62;7586206896552;;-0;28
30/06/2021;17:00:00;-48;6206896551724;;-0;34
30/06/2021;19:00:00;-36;2595419847328;;-0;29
30/06/2021;20:00:00;-27;7777777777778;;-0;27
30/06/2021;21:00:00;-9;4017094017094;;-0;22
30/06/2021;22:00:00;-8;11965811965812;;-0;2
30/06/2021;23:00:00;-18;8034188034188;;-0;19
01/07/2021;00:00:00;-30;7692307692308;;-0;22
01/07/2021;01:00:00;-47;4358974358974;;-0;33
01/07/2021;02:00:00;-34;1880341880342;;-0;18
01/07/2021;03:00:00;-42;6724137931034;;0;6
01/07/2021;04:00:00;-20;9677419354839;;0;19
01/07/2021;05:00:00;-50;0;;9;
01/07/2021;06:00:00;-80;5280528052805;;-0;12
01/07/2021;07:00:00;-90;5092592592593;;0;36
01/07/2021;08:00:00;-57;1759259259259;;0;29
01/07/2021;09:00:00;-69;6759259259259;;0;22
01/07/2021;10:00:00;-56;4814814814815;;0;75
